time,gFx,gFy,gFz,TgF
0.007000,0.0007,0.3821,0.8260,0.910
0.009000,0.0054,0.3889,0.8145,0.903
0.010000,0.0081,0.3951,0.8104,0.902
0.010000,0.0083,0.3990,0.8099,0.903
0.011000,0.0066,0.4031,0.8062,0.901
0.012000,0.0007,0.4065,0.8077,0.904
0.013000,-0.0034,0.4068,0.8079,0.905
0.013000,-0.0078,0.4078,0.8079,0.905
0.014000,-0.0156,0.4082,0.8119,0.909
0.015000,-0.0183,0.4082,0.8155,0.912
0.016000,-0.0193,0.4082,0.8206,0.917
0.016000,-0.0171,0.4095,0.8253,0.921
0.017000,-0.0161,0.4097,0.8272,0.923
0.018000,-0.0149,0.4085,0.8336,0.928
0.018000,-0.0137,0.4082,0.8397,0.934
0.019000,-0.0134,0.4068,0.8441,0.937
0.020000,-0.0120,0.4014,0.8531,0.943
0.021000,-0.0127,0.3946,0.8610,0.947
0.021000,-0.0127,0.3936,0.8654,0.951
0.022000,-0.0107,0.3963,0.8722,0.958
0.022000,-0.0095,0.3882,0.8717,0.954
0.023000,-0.0103,0.3816,0.8720,0.952
0.024000,-0.0142,0.3709,0.8751,0.951
0.027000,-0.0156,0.3640,0.8839,0.956
0.028000,-0.0151,0.3616,0.8888,0.960
0.033000,-0.0161,0.3545,0.8981,0.966
0.034000,-0.0132,0.3499,0.9057,0.971
0.034000,-0.0120,0.3479,0.9096,0.974
0.036000,-0.0068,0.3459,0.9164,0.980
0.037000,-0.0032,0.3442,0.9218,0.984
0.039000,-0.0012,0.3433,0.9245,0.986
0.041000,0.0034,0.3442,0.9318,0.993
0.052000,0.0056,0.3459,0.9382,1.000
0.053000,0.0078,0.3474,0.9401,1.002
0.054000,0.0093,0.3455,0.9421,1.003
0.054000,0.0127,0.3445,0.9472,1.008
0.055000,0.0166,0.3430,0.9509,1.011
0.055000,0.0186,0.3408,0.9523,1.012
0.056000,0.0227,0.3384,0.9560,1.014
0.058000,0.0254,0.3367,0.9604,1.018
0.060000,0.0279,0.3352,0.9641,1.021
0.062000,0.0305,0.3328,0.9670,1.023
0.064000,0.0335,0.3301,0.9697,1.025
0.065000,0.0332,0.3269,0.9738,1.028
0.068000,0.0342,0.3235,0.9821,1.035
0.070000,0.0357,0.3210,0.9858,1.037
0.071000,0.0362,0.3188,0.9897,1.040
0.073000,0.0340,0.3159,0.9970,1.046
0.078000,0.0359,0.3125,1.0063,1.054
0.078000,0.0369,0.3122,1.0107,1.058
0.079000,0.0398,0.3110,1.0171,1.064
0.081000,0.0423,0.3081,1.0256,1.072
0.083000,0.0425,0.3076,1.0295,1.075
0.085000,0.0425,0.3073,1.0356,1.081
0.087000,0.0459,0.3066,1.0356,1.081
0.089000,0.0481,0.3051,1.0337,1.079
0.093000,0.0501,0.3029,1.0300,1.075
0.094000,0.0535,0.3027,1.0269,1.072
0.096000,0.0540,0.3020,1.0237,1.069
0.097000,0.0498,0.2995,1.0188,1.063
0.100000,0.0445,0.2993,1.0141,1.058
0.102000,0.0435,0.3000,1.0102,1.055
0.103000,0.0440,0.3017,1.0002,1.046
0.105000,0.0437,0.3032,0.9909,1.037
0.107000,0.0447,0.3049,0.9868,1.034
0.109000,0.0479,0.3066,0.9809,1.029
0.112000,0.0503,0.3095,0.9775,1.027
0.114000,0.0511,0.3110,0.9763,1.026
0.116000,0.0559,0.3113,0.9711,1.021
0.117000,0.0606,0.3122,0.9687,1.020
0.119000,0.0618,0.3120,0.9677,1.019
0.121000,0.0643,0.3110,0.9655,1.016
0.123000,0.0638,0.3081,0.9621,1.012
0.126000,0.0633,0.3056,0.9614,1.011
0.129000,0.0613,0.3034,0.9523,1.001
0.129000,0.0616,0.3005,0.9514,1.000
0.132000,0.0623,0.2990,0.9499,0.998
0.134000,0.0613,0.2973,0.9460,0.994
0.135000,0.0591,0.2949,0.9435,0.990
0.137000,0.0596,0.2944,0.9411,0.988
0.139000,0.0603,0.2942,0.9367,0.984
0.141000,0.0618,0.2932,0.9362,0.983
0.144000,0.0645,0.2934,0.9350,0.982
0.146000,0.0660,0.2942,0.9338,0.981
0.147000,0.0699,0.2951,0.9306,0.979
0.149000,0.0750,0.2954,0.9279,0.977
0.151000,0.0777,0.2939,0.9269,0.976
0.153000,0.0823,0.2912,0.9228,0.971
0.155000,0.0882,0.2893,0.9230,0.971
0.157000,0.0909,0.2883,0.9235,0.972
0.162000,0.0931,0.2849,0.9233,0.971
0.163000,0.0945,0.2807,0.9252,0.971
0.164000,0.0953,0.2780,0.9257,0.971
0.165000,0.0997,0.2749,0.9257,0.971
0.168000,0.1090,0.2727,0.9255,0.971
0.169000,0.1129,0.2727,0.9264,0.972
0.172000,0.1195,0.2705,0.9286,0.975
0.173000,0.1244,0.2683,0.9318,0.978
0.176000,0.1268,0.2668,0.9340,0.980
0.177000,0.1305,0.2653,0.9382,0.984
0.180000,0.1332,0.2673,0.9431,0.989
0.181000,0.1361,0.2673,0.9450,0.991
0.184000,0.1397,0.2663,0.9499,0.996
0.185000,0.1427,0.2658,0.9536,1.000
0.188000,0.1446,0.2641,0.9565,1.003
0.189000,0.1456,0.2651,0.9582,1.005
0.191000,0.1512,0.2626,0.9597,1.006
0.194000,0.1539,0.2602,0.9594,1.006
0.196000,0.1566,0.2582,0.9594,1.006
0.197000,0.1586,0.2551,0.9606,1.006
0.199000,0.1608,0.2534,0.9624,1.008
0.201000,0.1666,0.2514,0.9626,1.009
0.203000,0.1686,0.2465,0.9619,1.007
0.205000,0.1688,0.2438,0.9616,1.006
0.207000,0.1674,0.2431,0.9653,1.009
0.210000,0.1678,0.2409,0.9636,1.007
0.213000,0.1674,0.2382,0.9633,1.006
0.214000,0.1686,0.2365,0.9643,1.007
0.216000,0.1671,0.2326,0.9655,1.007
0.217000,0.1666,0.2319,0.9677,1.009
0.220000,0.1664,0.2301,0.9716,1.012
0.221000,0.1642,0.2267,0.9721,1.012
0.223000,0.1644,0.2255,0.9707,1.010
0.227000,0.1639,0.2270,0.9721,1.012
0.228000,0.1620,0.2265,0.9738,1.013
0.229000,0.1627,0.2277,0.9733,1.013
0.232000,0.1637,0.2309,0.9731,1.013
0.234000,0.1642,0.2341,0.9719,1.013
0.236000,0.1632,0.2363,0.9733,1.015
0.237000,0.1634,0.2363,0.9736,1.015
0.239000,0.1634,0.2358,0.9765,1.018
0.241000,0.1608,0.2370,0.9777,1.019
0.243000,0.1595,0.2358,0.9773,1.018
0.246000,0.1554,0.2306,0.9746,1.013
0.248000,0.1549,0.2245,0.9729,1.010
0.249000,0.1554,0.2213,0.9719,1.009
0.251000,0.1544,0.2184,0.9711,1.007
0.253000,0.1534,0.2148,0.9714,1.007
0.255000,0.1539,0.2135,0.9716,1.007
0.257000,0.1529,0.2118,0.9733,1.008
0.262000,0.1529,0.2113,0.9736,1.008
0.262000,0.1534,0.2130,0.9743,1.009
0.267000,0.1571,0.2140,0.9755,1.011
0.268000,0.1600,0.2135,0.9751,1.011
0.268000,0.1603,0.2121,0.9760,1.012
0.269000,0.1598,0.2079,0.9751,1.010
0.271000,0.1610,0.2079,0.9765,1.011
0.273000,0.1615,0.2079,0.9765,1.011
0.277000,0.1652,0.2079,0.9770,1.012
0.278000,0.1678,0.2062,0.9792,1.015
0.280000,0.1705,0.2060,0.9790,1.015
0.281000,0.1757,0.2067,0.9770,1.014
0.283000,0.1769,0.2052,0.9758,1.013
0.285000,0.1766,0.2042,0.9765,1.013
0.287000,0.1744,0.2016,0.9763,1.012
0.289000,0.1735,0.1984,0.9738,1.009
0.291000,0.1720,0.1974,0.9719,1.007
0.293000,0.1703,0.1957,0.9692,1.003
0.296000,0.1678,0.1947,0.9682,1.002
0.298000,0.1671,0.1947,0.9675,1.001
0.299000,0.1688,0.1957,0.9667,1.001
0.302000,0.1671,0.1959,0.9660,1.000
0.303000,0.1652,0.1962,0.9663,1.000
0.305000,0.1625,0.1955,0.9672,1.000
0.308000,0.1595,0.1942,0.9672,0.999
0.310000,0.1581,0.1933,0.9675,0.999
0.313000,0.1547,0.1930,0.9682,0.999
0.313000,0.1520,0.1928,0.9709,1.001
0.316000,0.1495,0.1933,0.9731,1.003
0.318000,0.1441,0.1915,0.9731,1.002
0.319000,0.1395,0.1935,0.9760,1.005
0.321000,0.1371,0.1940,0.9765,1.005
0.323000,0.1319,0.1937,0.9775,1.005
0.325000,0.1266,0.1930,0.9797,1.007
0.328000,0.1244,0.1920,0.9812,1.007
0.329000,0.1195,0.1920,0.9834,1.009
0.331000,0.1173,0.1908,0.9873,1.012
0.333000,0.1139,0.1911,0.9900,1.015
0.335000,0.1134,0.1920,0.9917,1.016
0.337000,0.1119,0.1930,0.9944,1.019
0.339000,0.1095,0.1937,0.9970,1.022
0.341000,0.1104,0.1955,0.9978,1.023
0.343000,0.1117,0.1986,1.0032,1.029
0.345000,0.1097,0.2035,1.0075,1.034
0.348000,0.1085,0.2055,1.0100,1.036
0.349000,0.1080,0.2096,1.0122,1.039
0.351000,0.1070,0.2152,1.0134,1.042
0.353000,0.1055,0.2187,1.0127,1.041
0.355000,0.1029,0.2243,1.0100,1.040
0.357000,0.1004,0.2282,1.0097,1.040
0.362000,0.0992,0.2306,1.0088,1.040
0.363000,0.0958,0.2343,1.0066,1.038
0.363000,0.0941,0.2375,1.0046,1.037
0.366000,0.0924,0.2397,1.0034,1.036
0.368000,0.0848,0.2450,0.9961,1.029
0.369000,0.0836,0.2460,0.9941,1.028
0.371000,0.0809,0.2480,0.9922,1.026
0.373000,0.0794,0.2514,0.9865,1.021
0.377000,0.0772,0.2551,0.9824,1.018
0.377000,0.0770,0.2560,0.9792,1.015
0.380000,0.0782,0.2580,0.9736,1.010
0.381000,0.0760,0.2599,0.9697,1.007
0.384000,0.0760,0.2599,0.9682,1.005
0.385000,0.0748,0.2621,0.9660,1.004
0.388000,0.0730,0.2653,0.9643,1.003
0.389000,0.0723,0.2663,0.9636,1.002
0.391000,0.0706,0.2687,0.9611,1.000
0.393000,0.0674,0.2705,0.9594,0.999
0.396000,0.0652,0.2714,0.9584,0.998
0.397000,0.0621,0.2736,0.9562,0.997
0.400000,0.0591,0.2758,0.9521,0.993
0.401000,0.0572,0.2758,0.9494,0.990
0.403000,0.0479,0.2675,0.9433,0.982
0.405000,0.0222,0.2375,0.9367,0.967
0.407000,0.0142,0.2272,0.9372,0.964
0.410000,0.0149,0.2262,0.9328,0.960
0.412000,0.0200,0.2363,0.9198,0.950
0.414000,0.0252,0.2441,0.9145,0.947
0.415000,0.0371,0.2648,0.9101,0.949
0.417000,0.0457,0.2858,0.9108,0.956
0.419000,0.0494,0.2961,0.9130,0.961
0.421000,0.0498,0.3164,0.9140,0.968
0.423000,0.0481,0.3328,0.9128,0.973
0.425000,0.0457,0.3386,0.9115,0.973
0.429000,0.0357,0.3538,0.9049,0.972
0.430000,0.0318,0.3572,0.9013,0.970
0.432000,0.0232,0.3591,0.8996,0.969
0.433000,0.0213,0.3604,0.8974,0.967
0.435000,0.0171,0.3594,0.8944,0.964
0.437000,0.0122,0.3577,0.8937,0.963
0.439000,0.0117,0.3535,0.8935,0.961
0.441000,0.0112,0.3457,0.8908,0.956
0.444000,0.0115,0.3374,0.8883,0.950
0.446000,0.0110,0.3345,0.8878,0.949
0.448000,0.0117,0.3274,0.8891,0.947
0.449000,0.0132,0.3201,0.8891,0.945
0.451000,0.0161,0.3188,0.8861,0.942
0.453000,0.0191,0.3161,0.8803,0.936
0.455000,0.0139,0.3005,0.8729,0.923
0.457000,0.0122,0.2917,0.8700,0.918
0.462000,0.0051,0.2841,0.8734,0.918
0.463000,0.0012,0.2876,0.8798,0.926
0.464000,0.0017,0.2893,0.8805,0.927
0.466000,0.0054,0.2902,0.8825,0.929
0.468000,0.0066,0.2973,0.8832,0.932
0.469000,0.0068,0.3012,0.8844,0.934
0.471000,0.0081,0.3115,0.8893,0.942
0.473000,0.0073,0.3210,0.8927,0.949
0.476000,0.0061,0.3242,0.8947,0.952
0.477000,0.0039,0.3276,0.8998,0.958
0.481000,0.0022,0.3293,0.9015,0.960
0.483000,0.0020,0.3301,0.9037,0.962
0.484000,0.0020,0.3298,0.9103,0.968
0.486000,-0.0005,0.3276,0.9159,0.973
0.489000,-0.0007,0.3240,0.9245,0.980
0.490000,-0.0005,0.3215,0.9284,0.982
0.492000,0.0002,0.3183,0.9394,0.992
0.495000,0.0005,0.3176,0.9448,0.997
0.496000,0.0005,0.3144,0.9555,1.006
0.499000,0.0020,0.3105,0.9672,1.016
0.503000,0.0032,0.3095,0.9721,1.020
0.504000,0.0054,0.3061,0.9777,1.025
0.504000,0.0098,0.3027,0.9856,1.031
0.506000,0.0120,0.3017,0.9880,1.033
0.508000,0.0147,0.2983,0.9929,1.037
0.511000,0.0183,0.2949,0.9988,1.042
0.513000,0.0215,0.2932,1.0012,1.043
0.514000,0.0225,0.2907,1.0063,1.048
0.518000,0.0222,0.2873,1.0100,1.050
0.519000,0.0217,0.2863,1.0105,1.050
0.520000,0.0227,0.2832,1.0095,1.049
0.522000,0.0227,0.2817,1.0080,1.047
0.524000,0.0227,0.2795,1.0071,1.045
0.525000,0.0242,0.2775,1.0056,1.043
0.528000,0.0249,0.2749,1.0032,1.040
0.532000,0.0249,0.2734,1.0029,1.040
0.533000,0.0259,0.2727,1.0005,1.037
0.534000,0.0264,0.2712,1.0000,1.036
0.535000,0.0252,0.2705,0.9978,1.034
0.537000,0.0259,0.2709,0.9968,1.033
0.539000,0.0264,0.2702,0.9956,1.032
0.541000,0.0257,0.2705,0.9961,1.032
0.545000,0.0259,0.2709,0.9961,1.033
0.546000,0.0257,0.2724,0.9948,1.032
0.549000,0.0259,0.2727,0.9922,1.029
0.550000,0.0252,0.2729,0.9912,1.028
0.552000,0.0269,0.2736,0.9902,1.028
0.554000,0.0293,0.2739,0.9870,1.025
0.556000,0.0303,0.2746,0.9853,1.023
0.557000,0.0347,0.2773,0.9821,1.021
0.562000,0.0415,0.2763,0.9780,1.017
0.563000,0.0437,0.2756,0.9760,1.015
0.564000,0.0479,0.2741,0.9716,1.011
0.566000,0.0476,0.2707,0.9665,1.005
0.568000,0.0474,0.2707,0.9653,1.004
0.570000,0.0459,0.2697,0.9614,1.000
0.572000,0.0425,0.2678,0.9570,0.995
0.573000,0.0403,0.2678,0.9553,0.993
0.576000,0.0369,0.2668,0.9526,0.990
0.581000,0.0325,0.2651,0.9514,0.988
0.582000,0.0313,0.2653,0.9506,0.987
0.583000,0.0303,0.2656,0.9462,0.983
0.584000,0.0303,0.2658,0.9435,0.981
0.586000,0.0303,0.2653,0.9433,0.980
0.588000,0.0291,0.2670,0.9409,0.978
0.590000,0.0296,0.2692,0.9413,0.980
0.592000,0.0301,0.2690,0.9421,0.980
0.600000,0.0315,0.2685,0.9433,0.981
0.601000,0.0322,0.2700,0.9440,0.982
0.602000,0.0332,0.2707,0.9445,0.983
0.603000,0.0344,0.2702,0.9484,0.987
0.603000,0.0381,0.2714,0.9494,0.988
0.604000,0.0403,0.2712,0.9501,0.989
0.606000,0.0428,0.2707,0.9511,0.990
0.608000,0.0467,0.2702,0.9545,0.993
0.610000,0.0484,0.2700,0.9555,0.994
0.612000,0.0494,0.2707,0.9538,0.993
0.614000,0.0501,0.2700,0.9543,0.993
0.616000,0.0508,0.2702,0.9548,0.994
0.618000,0.0508,0.2707,0.9555,0.994
0.621000,0.0528,0.2687,0.9555,0.994
0.621000,0.0528,0.2670,0.9553,0.993
0.624000,0.0523,0.2661,0.9543,0.992
0.626000,0.0525,0.2653,0.9533,0.991
0.628000,0.0520,0.2651,0.9536,0.991
0.630000,0.0525,0.2629,0.9518,0.989
0.632000,0.0513,0.2639,0.9509,0.988
0.634000,0.0498,0.2643,0.9514,0.989
0.636000,0.0481,0.2636,0.9521,0.989
0.638000,0.0430,0.2648,0.9536,0.991
0.640000,0.0420,0.2641,0.9540,0.991
0.641000,0.0415,0.2643,0.9536,0.990
0.644000,0.0396,0.2653,0.9531,0.990
0.645000,0.0388,0.2648,0.9531,0.990
0.648000,0.0388,0.2656,0.9533,0.990
0.650000,0.0396,0.2661,0.9543,0.991
0.652000,0.0379,0.2656,0.9572,0.994
0.654000,0.0379,0.2663,0.9582,0.995
0.656000,0.0396,0.2665,0.9584,0.996
0.657000,0.0388,0.2651,0.9580,0.995
0.661000,0.0384,0.2653,0.9584,0.995
0.662000,0.0374,0.2641,0.9602,0.997
0.664000,0.0406,0.2634,0.9636,1.000
0.666000,0.0408,0.2631,0.9643,1.000
0.668000,0.0410,0.2624,0.9694,1.005
0.669000,0.0418,0.2612,0.9704,1.006
0.672000,0.0420,0.2599,0.9721,1.007
0.673000,0.0425,0.2597,0.9753,1.010
0.675000,0.0415,0.2597,0.9775,1.012
0.681000,0.0415,0.2587,0.9795,1.014
0.682000,0.0423,0.2578,0.9826,1.017
0.683000,0.0440,0.2595,0.9841,1.019
0.684000,0.0432,0.2599,0.9848,1.019
0.686000,0.0459,0.2592,0.9865,1.021
0.688000,0.0474,0.2592,0.9875,1.022
0.690000,0.0474,0.2587,0.9870,1.021
0.693000,0.0481,0.2575,0.9873,1.021
0.697000,0.0474,0.2568,0.9848,1.019
0.697000,0.0479,0.2565,0.9839,1.018
0.699000,0.0467,0.2565,0.9834,1.017
0.703000,0.0450,0.2573,0.9819,1.016
0.704000,0.0457,0.2565,0.9821,1.016
0.704000,0.0469,0.2560,0.9829,1.017
0.706000,0.0462,0.2573,0.9824,1.017
0.707000,0.0467,0.2565,0.9809,1.015
0.710000,0.0472,0.2556,0.9812,1.015
0.712000,0.0462,0.2563,0.9809,1.015
0.714000,0.0459,0.2568,0.9807,1.015
0.718000,0.0486,0.2563,0.9780,1.012
0.718000,0.0486,0.2580,0.9768,1.011
0.720000,0.0496,0.2573,0.9763,1.011
0.721000,0.0506,0.2546,0.9753,1.009
0.723000,0.0516,0.2551,0.9755,1.010
0.725000,0.0498,0.2556,0.9753,1.009
0.729000,0.0508,0.2575,0.9709,1.006
0.730000,0.0511,0.2585,0.9704,1.006
0.732000,0.0496,0.2590,0.9675,1.003
0.734000,0.0498,0.2595,0.9655,1.001
0.736000,0.0501,0.2614,0.9646,1.001
0.738000,0.0494,0.2619,0.9624,0.999
0.740000,0.0486,0.2619,0.9614,0.998
0.741000,0.0476,0.2631,0.9589,0.996
0.744000,0.0467,0.2619,0.9567,0.993
0.746000,0.0454,0.2619,0.9558,0.992
0.749000,0.0447,0.2604,0.9540,0.990
0.750000,0.0432,0.2617,0.9540,0.990
0.752000,0.0428,0.2612,0.9526,0.989
0.754000,0.0415,0.2617,0.9514,0.988
0.756000,0.0410,0.2621,0.9518,0.988
0.757000,0.0413,0.2612,0.9518,0.988
0.759000,0.0418,0.2587,0.9540,0.989
0.762000,0.0420,0.2585,0.9550,0.990
0.764000,0.0428,0.2580,0.9545,0.990
0.765000,0.0452,0.2560,0.9555,0.990
0.768000,0.0467,0.2568,0.9577,0.993
0.769000,0.0474,0.2565,0.9584,0.993
0.772000,0.0464,0.2578,0.9572,0.992
0.774000,0.0474,0.2558,0.9592,0.994
0.782000,0.0469,0.2560,0.9604,0.995
0.783000,0.0454,0.2541,0.9606,0.995
0.787000,0.0454,0.2534,0.9609,0.995
0.788000,0.0459,0.2531,0.9616,0.995
0.788000,0.0454,0.2519,0.9631,0.997
0.789000,0.0462,0.2516,0.9636,0.997
0.789000,0.0459,0.2504,0.9675,1.000
0.789000,0.0454,0.2509,0.9689,1.002
0.792000,0.0454,0.2512,0.9704,1.003
0.796000,0.0464,0.2516,0.9711,1.004
0.797000,0.0464,0.2497,0.9724,1.005
0.798000,0.0469,0.2512,0.9726,1.006
0.800000,0.0464,0.2512,0.9738,1.007
0.802000,0.0469,0.2504,0.9743,1.007
0.803000,0.0476,0.2497,0.9721,1.005
0.808000,0.0464,0.2497,0.9714,1.004
0.809000,0.0469,0.2509,0.9721,1.005
0.810000,0.0457,0.2516,0.9729,1.006
0.812000,0.0459,0.2512,0.9733,1.006
0.814000,0.0494,0.2516,0.9711,1.004
0.816000,0.0501,0.2524,0.9709,1.004
0.818000,0.0513,0.2529,0.9711,1.005
0.820000,0.0533,0.2529,0.9697,1.004
0.822000,0.0542,0.2536,0.9697,1.004
0.824000,0.0550,0.2538,0.9699,1.004
0.826000,0.0562,0.2551,0.9689,1.004
0.830000,0.0577,0.2556,0.9670,1.002
0.831000,0.0596,0.2568,0.9670,1.002
0.832000,0.0606,0.2558,0.9670,1.002
0.834000,0.0625,0.2553,0.9665,1.002
0.836000,0.0623,0.2551,0.9660,1.001
0.838000,0.0623,0.2551,0.9646,1.000
0.840000,0.0640,0.2548,0.9660,1.001
0.841000,0.0640,0.2541,0.9646,1.000
0.845000,0.0645,0.2536,0.9641,0.999
0.848000,0.0645,0.2543,0.9624,0.997
0.848000,0.0647,0.2548,0.9611,0.996
0.852000,0.0640,0.2560,0.9599,0.996
0.854000,0.0655,0.2565,0.9580,0.994
0.855000,0.0655,0.2568,0.9570,0.993
0.856000,0.0640,0.2565,0.9570,0.993
0.857000,0.0633,0.2578,0.9565,0.993
0.861000,0.0621,0.2563,0.9560,0.992
0.862000,0.0616,0.2560,0.9553,0.991
0.865000,0.0616,0.2580,0.9560,0.992
0.866000,0.0591,0.2573,0.9553,0.991
0.868000,0.0586,0.2560,0.9550,0.990
0.869000,0.0584,0.2556,0.9558,0.991
0.872000,0.0559,0.2560,0.9555,0.991
0.873000,0.0555,0.2558,0.9543,0.990
0.875000,0.0520,0.2546,0.9536,0.988
0.880000,0.0513,0.2531,0.9548,0.989
0.880000,0.0518,0.2534,0.9555,0.990
0.881000,0.0533,0.2516,0.9562,0.990
0.884000,0.0530,0.2529,0.9572,0.991
0.885000,0.0540,0.2526,0.9565,0.991
0.888000,0.0555,0.2531,0.9565,0.991
0.889000,0.0552,0.2509,0.9580,0.992
0.891000,0.0552,0.2507,0.9597,0.993
0.895000,0.0547,0.2514,0.9606,0.994
0.896000,0.0537,0.2519,0.9616,0.996
0.898000,0.0533,0.2514,0.9611,0.995
0.900000,0.0523,0.2490,0.9621,0.995
0.901000,0.0535,0.2492,0.9633,0.996
0.903000,0.0535,0.2497,0.9628,0.996
0.905000,0.0535,0.2502,0.9624,0.996
0.908000,0.0557,0.2499,0.9643,0.998
0.909000,0.0555,0.2497,0.9646,0.998
0.911000,0.0533,0.2502,0.9680,1.001
0.914000,0.0528,0.2494,0.9677,1.001
0.916000,0.0533,0.2507,0.9682,1.002
0.917000,0.0533,0.2507,0.9694,1.003
0.920000,0.0540,0.2514,0.9689,1.002
0.922000,0.0542,0.2509,0.9694,1.003
0.924000,0.0542,0.2502,0.9702,1.003
0.925000,0.0562,0.2502,0.9702,1.003
0.928000,0.0572,0.2499,0.9704,1.004
0.930000,0.0577,0.2494,0.9709,1.004
0.932000,0.0596,0.2482,0.9733,1.006
0.934000,0.0603,0.2477,0.9751,1.008
0.936000,0.0601,0.2472,0.9760,1.009
0.937000,0.0621,0.2490,0.9773,1.010
0.939000,0.0613,0.2480,0.9763,1.009
0.941000,0.0613,0.2487,0.9758,1.009
0.945000,0.0608,0.2487,0.9751,1.008
0.946000,0.0608,0.2499,0.9748,1.008
0.948000,0.0616,0.2497,0.9743,1.008
0.950000,0.0625,0.2494,0.9741,1.007
0.952000,0.0611,0.2465,0.9724,1.005
0.954000,0.0606,0.2470,0.9724,1.005
0.955000,0.0611,0.2487,0.9704,1.004
0.957000,0.0603,0.2494,0.9660,1.000
0.960000,0.0603,0.2499,0.9646,0.998
0.962000,0.0606,0.2487,0.9631,0.997
0.964000,0.0577,0.2485,0.9619,0.995
0.967000,0.0569,0.2482,0.9609,0.994
0.969000,0.0550,0.2482,0.9602,0.993
0.970000,0.0545,0.2482,0.9592,0.992
0.973000,0.0535,0.2487,0.9589,0.992
0.975000,0.0540,0.2499,0.9589,0.992
0.976000,0.0545,0.2502,0.9577,0.991
0.980000,0.0552,0.2502,0.9580,0.992
0.982000,0.0567,0.2509,0.9580,0.992
0.982000,0.0579,0.2546,0.9575,0.992
0.985000,0.0579,0.2570,0.9577,0.993
0.986000,0.0589,0.2580,0.9580,0.994
0.988000,0.0584,0.2556,0.9599,0.995
0.990000,0.0591,0.2553,0.9592,0.994
0.992000,0.0594,0.2575,0.9567,0.993
0.996000,0.0606,0.2570,0.9584,0.994
0.996000,0.0608,0.2568,0.9584,0.994
0.997000,0.0594,0.2570,0.9587,0.994
1.000000,0.0589,0.2551,0.9597,0.995
1.002000,0.0599,0.2546,0.9602,0.995
1.004000,0.0606,0.2548,0.9597,0.995
1.006000,0.0606,0.2548,0.9606,0.996
1.008000,0.0601,0.2546,0.9624,0.997
1.010000,0.0613,0.2534,0.9653,1.000
1.012000,0.0584,0.2519,0.9648,0.999
1.014000,0.0579,0.2516,0.9658,1.000
1.016000,0.0591,0.2526,0.9665,1.001
1.018000,0.0606,0.2546,0.9687,1.003
1.020000,0.0596,0.2548,0.9692,1.004
1.021000,0.0579,0.2548,0.9699,1.005
1.023000,0.0586,0.2543,0.9672,1.002
1.025000,0.0577,0.2536,0.9685,1.003
1.029000,0.0559,0.2514,0.9675,1.001
1.030000,0.0562,0.2509,0.9663,1.000
1.032000,0.0567,0.2497,0.9670,1.000
1.034000,0.0574,0.2499,0.9675,1.001
1.036000,0.0577,0.2509,0.9675,1.001
1.038000,0.0579,0.2485,0.9672,1.000
1.039000,0.0569,0.2472,0.9677,1.000
1.041000,0.0552,0.2458,0.9697,1.002
1.044000,0.0550,0.2463,0.9704,1.003
1.045000,0.0555,0.2463,0.9707,1.003
1.048000,0.0557,0.2455,0.9714,1.003
1.049000,0.0559,0.2458,0.9716,1.004
1.052000,0.0547,0.2468,0.9702,1.003
1.054000,0.0542,0.2475,0.9707,1.003
1.056000,0.0569,0.2477,0.9719,1.005
1.057000,0.0574,0.2475,0.9714,1.004
1.059000,0.0586,0.2468,0.9724,1.005
1.064000,0.0591,0.2470,0.9721,1.005
1.064000,0.0611,0.2470,0.9724,1.005
1.066000,0.0625,0.2465,0.9731,1.006
1.068000,0.0630,0.2465,0.9729,1.006
1.069000,0.0645,0.2463,0.9721,1.005
1.071000,0.0657,0.2470,0.9729,1.006
1.073000,0.0662,0.2470,0.9733,1.006
1.075000,0.0672,0.2468,0.9716,1.005
1.081000,0.0691,0.2465,0.9694,1.003
1.081000,0.0704,0.2475,0.9702,1.004
1.082000,0.0709,0.2475,0.9716,1.005
1.083000,0.0704,0.2472,0.9707,1.004
1.085000,0.0711,0.2485,0.9682,1.002
1.088000,0.0711,0.2490,0.9685,1.002
1.089000,0.0713,0.2492,0.9682,1.002
1.092000,0.0706,0.2480,0.9682,1.002
1.093000,0.0706,0.2482,0.9675,1.001
1.095000,0.0726,0.2465,0.9685,1.002
1.098000,0.0726,0.2463,0.9665,1.000
1.100000,0.0740,0.2460,0.9650,0.999
1.101000,0.0733,0.2460,0.9648,0.998
1.104000,0.0733,0.2465,0.9670,1.001
1.106000,0.0735,0.2460,0.9660,1.000
1.108000,0.0740,0.2453,0.9638,0.997
1.109000,0.0745,0.2460,0.9636,0.997
1.112000,0.0750,0.2458,0.9628,0.997
1.113000,0.0733,0.2458,0.9616,0.995
1.116000,0.0716,0.2448,0.9609,0.994
1.117000,0.0726,0.2436,0.9602,0.993
1.120000,0.0738,0.2436,0.9577,0.991
1.123000,0.0743,0.2433,0.9580,0.991
1.123000,0.0730,0.2436,0.9594,0.993
1.125000,0.0728,0.2433,0.9582,0.991
1.130000,0.0723,0.2428,0.9575,0.990
1.131000,0.0713,0.2431,0.9577,0.991
1.131000,0.0716,0.2431,0.9582,0.991
1.133000,0.0723,0.2443,0.9584,0.992
1.136000,0.0713,0.2453,0.9604,0.994
1.137000,0.0718,0.2448,0.9606,0.994
1.140000,0.0721,0.2438,0.9621,0.995
